Title,OLD Fac Code,NEW Building ID,OLD Post URL,OLD Resolved URL,OLD Query String URL,NEW URL,Notes
University Of Washington Medical Center (UMEC),UMEC,975317,https://www.washington.edu/maps/2011/04/28/university-of-washington-medical-center/,https://www.washington.edu/maps/#!/UMEC,https://www.washington.edu/maps/?UMEC,https://map.uw.edu/?id=2099#!m/975317?share,
University Of Washington Tower Building C (UWTC),UWTC,1028815,https://www.washington.edu/maps/2011/04/28/university-of-washington-tower-building-c/,https://www.washington.edu/maps/#!/UWTC,https://www.washington.edu/maps/?UWTC,https://map.uw.edu/?id=2099#!m/1028815?share,
University Of Washington Tower Building O (UWTO),UWTO,1028816,https://www.washington.edu/maps/2011/04/28/university-of-washington-tower-building-o/,https://www.washington.edu/maps/#!/UWTO,https://www.washington.edu/maps/?UWTO,https://map.uw.edu/?id=2099#!m/1028816?share,
University Of Washington Tower Building T (UWTT),UWTT,1028818,https://www.washington.edu/maps/2011/04/28/university-of-washington-tower-building-t/,https://www.washington.edu/maps/#!/UWTT,https://www.washington.edu/maps/?UWTT,https://map.uw.edu/?id=2099#!m/1028818?share,
Urban Horticulture Field House (UHF),UHF,975248,https://www.washington.edu/maps/2011/04/28/urban-horticulture-field-house/,https://www.washington.edu/maps/#!/UHF,https://www.washington.edu/maps/?UHF,https://map.uw.edu/?id=2099#!m/975248?share,
UW Child Care at Portage Bay (PBCC),PBCC,,https://www.washington.edu/maps/2016/12/14/uw-child-care-at-portage-bay-pbcc/,https://www.washington.edu/maps/#!/PBCC,https://www.washington.edu/maps/?PBCC,"https://map.uw.edu/?id=2099#!ct/94056,94058,94059?s/?mc/47.65261325974981,-122.31352117209258?z/18.261837325343972?lvl/0?share",
"UW Medical Center, Wing EA (UMEA)",UMEA,975315,https://www.washington.edu/maps/2013/05/30/uw-medical-center-wing-ea-umea/,https://www.washington.edu/maps/#!/UMEA,https://www.washington.edu/maps/?UMEA,https://map.uw.edu/?id=2099#!m/975315?share,
"UW Medical Center, Wing NE (UMNE)",UMNE,975318,https://www.washington.edu/maps/2013/05/30/uw-medical-center-wing-ne-umne/,https://www.washington.edu/maps/#!/UMNE,https://www.washington.edu/maps/?UMNE,https://map.uw.edu/?id=2099#!m/975318?share,
"UW Medical Center, Wing SA - Montlake Tower (UMSA)",UMSA,975395,https://www.washington.edu/maps/2013/05/30/uw-medical-center-wing-sa-montlake-tower-umsa/,https://www.washington.edu/maps/#!/UMSA,https://www.washington.edu/maps/?UMSA,https://map.uw.edu/?id=2099#!m/975395?share,
UW Police Station (UWPD),UWPD,1028844,https://www.washington.edu/maps/2017/11/22/uwpd/,https://www.washington.edu/maps/#!/UWPD,https://www.washington.edu/maps/?UWPD,https://map.uw.edu/?id=2099#!m/1028844?share,
UW Shuttles,uw-shuttles,,https://www.washington.edu/maps/2016/09/16/uw-shuttles/,https://www.washington.edu/maps/#!/uw-shuttles,https://www.washington.edu/maps/?uw-shuttles,"https://map.uw.edu/?id=2099#!ct/76886,76905,76906,76907?s/",
UW Tower,uw-tower,1028818,https://www.washington.edu/maps/2011/05/09/uw-tower/,https://www.washington.edu/maps/#!/uw-tower,https://www.washington.edu/maps/?uw-tower,https://map.uw.edu/?id=2099#!m/1028818?share,Associated Fac Code(s): UWTT
Visitor Center,visitors-center,975452,https://www.washington.edu/maps/2017/11/27/visitors-center/,https://www.washington.edu/maps/#!/visitors-center,https://www.washington.edu/maps/?visitors-center,https://map.uw.edu/?id=2099#!m/975452?share,
Washington Commons (UWTS),UWTS,1028819,https://www.washington.edu/maps/2011/04/28/alumni-commons/,https://www.washington.edu/maps/#!/UWTS,https://www.washington.edu/maps/?UWTS,https://map.uw.edu/?id=2099#!m/1028819?share,
Washington Park Arboretum (LNDMK-8),LNDMK-8,975453,https://www.washington.edu/maps/2013/03/27/washington-park-arboretum-lndmk-8/,https://www.washington.edu/maps/#!/LNDMK-8,https://www.washington.edu/maps/?LNDMK-8,https://map.uw.edu/?id=2099#!m/975453?share,
Waterfront Activities Center (WAC),WAC,1028827,https://www.washington.edu/maps/2011/04/28/wac/,https://www.washington.edu/maps/#!/WAC,https://www.washington.edu/maps/?WAC,https://map.uw.edu/?id=2099#!m/1028827?share,
West Gatehouse - NE 40th Street,west-gatehouse-ne-40th-street,975008,https://www.washington.edu/maps/2011/04/28/gh5/,https://www.washington.edu/maps/#!/west-gatehouse-ne-40th-street,https://www.washington.edu/maps/?west-gatehouse-ne-40th-street,https://map.uw.edu/?id=2099#!m/975008?share,Associated Fac Code(s): GH5
West Receiving Station (WRS),WRS,1028837,https://www.washington.edu/maps/2011/04/28/west-receiving-station/,https://www.washington.edu/maps/#!/WRS,https://www.washington.edu/maps/?WRS,https://map.uw.edu/?id=2099#!m/1028837?share,
Whitman Walk,whitman-walk,,https://www.washington.edu/maps/2016/02/29/whitman-walk/,https://www.washington.edu/maps/#!/whitman-walk,https://www.washington.edu/maps/?whitman-walk,https://map.uw.edu/,Not on the new map
Wilcox Hall (WIL),WIL,975356,https://www.washington.edu/maps/2011/04/28/wilcox-hall/,https://www.washington.edu/maps/#!/WIL,https://www.washington.edu/maps/?WIL,https://map.uw.edu/?id=2099#!m/975356?share,
William H. Foege Bioengineering (BIOE),BIOE,973293,https://www.washington.edu/maps/2011/04/28/william-h-foege-bioengineering/,https://www.washington.edu/maps/#!/BIOE,https://www.washington.edu/maps/?BIOE,https://map.uw.edu/?id=2099#!m/973293?share,
William H. Foege Genome Sciences (GNOM),GNOM,973294,https://www.washington.edu/maps/2011/04/28/william-h-foege-genome-sciences/,https://www.washington.edu/maps/#!/GNOM,https://www.washington.edu/maps/?GNOM,https://map.uw.edu/?id=2099#!m/973294?share,
William H. Gates Hall (LAW),LAW,975367,https://www.washington.edu/maps/2011/04/28/william-h-gates-hall/,https://www.washington.edu/maps/#!/LAW,https://www.washington.edu/maps/?LAW,https://map.uw.edu/?id=2099#!m/975367?share,
Wilson Annex (WLA),WLA,975177,https://www.washington.edu/maps/2011/04/28/wilson-annex/,https://www.washington.edu/maps/#!/WLA,https://www.washington.edu/maps/?WLA,https://map.uw.edu/?id=2099#!m/975177?share,
Wilson Ceramic Laboratory (WCL),WCL,975246,https://www.washington.edu/maps/2011/04/28/wilson-ceramic-laboratory/,https://www.washington.edu/maps/#!/WCL,https://www.washington.edu/maps/?WCL,https://map.uw.edu/?id=2099#!m/975246?share,
Winkenwerder Annex (WNX),WNX,,https://www.washington.edu/maps/2011/04/28/winkenwerder-annex/,https://www.washington.edu/maps/#!/WNX,https://www.washington.edu/maps/?WNX,https://map.uw.edu/,Not on the new map
Winkenwerder Forest Sciences Laboratory (WFS),WFS,975234,https://www.washington.edu/maps/2011/04/28/winkenwerder-forest-sciences-laboratory/,https://www.washington.edu/maps/#!/WFS,https://www.washington.edu/maps/?WFS,https://map.uw.edu/?id=2099#!m/975234?share,
Women's Fastpitch Softball Building (WSB),WSB,975345,https://www.washington.edu/maps/2011/04/28/womens-fastpitch-softball-building/,https://www.washington.edu/maps/#!/WSB,https://www.washington.edu/maps/?WSB,https://map.uw.edu/?id=2099#!m/975345?share,Associated Fac Code(s): SBS
